"Papel";"Cotação";"P/L";"P/VP";"PSR";"Div.Yield";"P/Ativo";"P/Cap.Giro";"P/EBIT";"P/Ativ Circ.Liq";"EV/EBIT";"Mrg Ebit";"Mrg. Líq.";"Liq. Corr.";"ROIC";"ROE";"Liq.2meses";"Patrim. Líq";"Dív.Brut/ Patrim.";"Cresc. Rec.5a"
"APTI4";"3.500,00";"-6,84";"0,29";"1,799";"0,00%";"0,158";"3,44";"-9,55";"-0,56";"-17,88";"-18,84%";"-25,98%";"1,35";"-1,68%";"-4,24%";"0,00";"229.439.000,00";"0,27";"-15,61%"
"BRFS3";"36,32";"-5,54";"4,36";"1,006";"0,00%";"0,688";"9,71";"-130,69";"-1,64";"-203,93";"-0,77%";"-18,28%";"1,21";"-0,73%";"-78,75%";"186.211.000,00";"6.761.780.000,00";"3,20";"0,61%"
"BUET3";"24,99";"-5,46";"-0,97";"1,961";"0,00%";"0,572";"-0,67";"-13,13";"-0,39";"-22,60";"-14,93%";"-35,93%";"0,11";"-5,95%";"17,79%";"0,00";"-124.674.000,00";"-0,70";"4,55%"
"FJTA4";"3,35";"-5,20";"-0,82";"0,342";"0,00%";"0,312";"2,14";"4,25";"-0,45";"14,99";"8,06%";"-6,58%";"1,27";"8,61%";"15,84%";"1.640.670,00";"-359.933.000,00";"-2,17";"7,31%"
"FJTA3";"3,29";"-5,11";"-0,81";"0,336";"0,00%";"0,307";"2,10";"4,17";"-0,44";"14,92";"8,06%";"-6,58%";"1,27";"8,61%";"15,84%";"264.224,00";"-359.933.000,00";"-2,17";"7,31%"
"TLCP3";"48,00";"-5,02";"1,76";"0,824";"0,00%";"0,533";"-2,76";"-26,61";"-1,33";"-43,86";"-3,10%";"-16,40%";"0,61";"-2,52%";"-35,04%";"0,00";"262.979.000,00";"1,21";"9,09%"
"LFFE4";"3,89";"-4,91";"4,08";"0,000";"0,00%";"3,599";"0,00";"-26,50";"0,00";"-23,11";"0,00%";"0,00%";"0,00";"0,00%";"-83,10%";"0,00";"51.892.000,00";"0,00";"0,00%"
"CGOS3";"26,20";"-4,85";"1,89";"0,509";"0,00%";"0,167";"-0,83";"-256,60";"-0,25";"-570,29";"-0,20%";"-10,48%";"0,54";"-0,08%";"-39,02%";"0,00";"453.387.000,00";"2,48";"8,97%"
"PINE4";"4,19";"-4,81";"0,61";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-12,73%";"2.554.690,00";"830.161.000,00";"0,00";"-30,54%"
"SUZA4";"13,90";"-4,74";"0,43";"0,149";"0,00%";"0,024";"0,39";"0,58";"-0,04";"14,59";"25,65%";"-10,73%";"1,43";"4,68%";"-9,16%";"0,00";"5.541.310.000,00";"11,69";"15,53%"
"PRML3";"11,52";"-4,41";"1,98";"18,612";"0,00%";"0,581";"23,00";"-30,33";"-0,93";"-63,15";"-61,36%";"-424,99%";"2,02";"-1,96%";"-44,84%";"0,00";"2.192.720.000,00";"2,18";"32,85%"
"BBTG12";"3,15";"-4,35";"225,03";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-5.168,02%";"0,00";"1.182.000,00";"0,00";"0,00%"
"NORD3";"3,45";"-4,35";"-0,16";"21,652";"0,00%";"1,401";"-0,44";"-13,67";"-0,15";"-35,97";"-158,39%";"-497,54%";"0,01";"-10,49%";"3,77%";"32.746,20";"-139.339.000,00";"-0,27";"167,90%"
"AHEB5";"33,00";"-4,21";"14,31";"3,058";"0,00%";"1,011";"-9,33";"-4,17";"-1,18";"-4,04";"-73,25%";"-72,65%";"0,41";"-26,23%";"-340,04%";"0,00";"17.342.000,00";"0,00";"-21,78%"
"BUET4";"18,49";"-4,04";"-0,72";"1,451";"0,00%";"0,423";"-0,50";"-9,72";"-0,29";"-19,18";"-14,93%";"-35,93%";"0,11";"-5,95%";"17,79%";"0,00";"-124.674.000,00";"-0,70";"4,55%"
"CRDE3";"24,50";"-4,04";"0,37";"1,836";"0,00%";"0,322";"1,56";"-4,45";"2,68";"-2,41";"-41,29%";"-58,22%";"6,63";"-8,74%";"-9,13%";"44.716,90";"160.955.000,00";"0,00";"-2,37%"
"IGBR6";"19,00";"-4,02";"-0,28";"60,441";"0,00%";"0,898";"-2,98";"-17,88";"-0,21";"-86,14";"-338,06%";"-1.502,39%";"0,05";"-5,39%";"6,96%";"0,00";"-849.061.000,00";"-1,07";"-1,12%"
"IGBR5";"18,90";"-4,00";"-0,28";"60,123";"0,00%";"0,894";"-2,96";"-17,79";"-0,21";"-86,04";"-338,06%";"-1.502,39%";"0,05";"-5,39%";"6,96%";"0,00";"-849.061.000,00";"-1,07";"-1,12%"
"PMET5";"0,65";"-3,95";"-0,16";"4,518";"0,00%";"30,248";"-0,22";"89,99";"-0,16";"503,88";"5,02%";"-114,49%";"0,01";"38,97%";"4,10%";"0,00";"-290.863.000,00";"-0,74";"37,74%"
"IDVL4";"4,23";"-3,94";"3,39";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-86,17%";"377.615,00";"108.177.000,00";"0,00";"0,00%"
"LFFE3";"3,11";"-3,92";"3,26";"0,000";"0,00%";"2,877";"0,00";"-21,18";"0,00";"-17,80";"0,00%";"0,00%";"0,00";"0,00%";"-83,10%";"0,00";"51.892.000,00";"0,00";"0,00%"
"HBOR3";"2,65";"-3,88";"1,55";"1,545";"0,00%";"0,296";"1,02";"-4,90";"-2,54";"-11,10";"-31,56%";"-38,43%";"1,90";"-6,36%";"-39,93%";"6.634.690,00";"782.299.000,00";"2,18";"-23,87%"
"FBMC3";"80,00";"-3,78";"-0,92";"3,858";"0,00%";"1,384";"-1,79";"-2,85";"-0,64";"-3,31";"-135,59%";"-101,97%";"0,31";"-64,70%";"24,19%";"0,00";"-63.552.000,00";"-0,15";"-31,66%"
"TLCP4";"34,11";"-3,57";"1,25";"0,586";"0,00%";"0,379";"-1,96";"-18,91";"-0,95";"-36,16";"-3,10%";"-16,40%";"0,61";"-2,52%";"-35,04%";"0,00";"262.979.000,00";"1,21";"9,09%"
"VTLM3";"0,79";"-3,54";"-0,36";"-459,598";"0,00%";"14,573";"-0,39";"17,62";"-0,35";"17,62";"-2.607,69%";"12.976,90%";"0,01";"-85,18%";"10,08%";"0,00";"-16.742.000,00";"0,00";"0,00%"
"TCSA3";"1,36";"-3,53";"1,60";"4,577";"0,00%";"0,591";"16,86";"-13,02";"-2,17";"-19,44";"-35,17%";"-131,52%";"1,11";"-4,66%";"-45,35%";"24.878.000,00";"625.771.000,00";"0,84";"-40,40%"
"BECE3";"9,10";"-3,42";"8,72";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-255,20%";"0,00";"96.496.000,00";"0,00";"12,81%"
"GPIV33";"5,37";"-3,32";"0,51";"-5,133";"0,00%";"0,193";"1,14";"-2,92";"-11,11";"-0,40";"175,91%";"250,52%";"11,95";"-7,97%";"-15,30%";"103.637,00";"1.160.610.000,00";"0,00";"9,70%"
"IDVL3";"3,55";"-3,31";"2,85";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-86,17%";"144.717,00";"108.177.000,00";"0,00";"0,00%"
"BECE4";"8,75";"-3,29";"8,38";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-255,20%";"0,00";"96.496.000,00";"0,00";"12,81%"
"BBRK3";"6,53";"-3,20";"1,10";"1,913";"0,00%";"0,656";"24,20";"-12,78";"-3,47";"-10,88";"-14,97%";"-50,11%";"1,14";"-5,79%";"-34,38%";"665.777,00";"215.312.000,00";"0,00";"-17,68%"
"PNOR5";"1,87";"-2,90";"0,55";"0,354";"0,00%";"0,205";"0,70";"8,52";"-2,32";"4,57";"4,15%";"-11,74%";"2,50";"3,61%";"-18,84%";"0,00";"158.071.000,00";"0,42";"1,34%"
"PNOR6";"1,87";"-2,90";"0,55";"0,354";"0,00%";"0,205";"0,70";"8,52";"-2,32";"4,57";"4,15%";"-11,74%";"2,50";"3,61%";"-18,84%";"0,00";"158.071.000,00";"0,42";"1,34%"
"STRP4";"0,21";"-2,85";"-0,43";"0,416";"0,00%";"0,111";"-0,18";"-0,45";"-0,09";"-1,15";"-91,82%";"-14,58%";"0,13";"-25,49%";"14,95%";"0,00";"-12.498.000,00";"-0,66";"-36,39%"
"LIXC3";"1,75";"-2,62";"1,52";"395,995";"0,00%";"0,069";"0,28";"-4,21";"3,84";"-6,37";"-9.413,21%";"-14.386,80%";"1,34";"-1,90%";"-57,85%";"0,00";"13.842.000,00";"0,79";"-75,90%"
"BICB4";"8,25";"-2,43";"2,21";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-91,00%";"0,00";"944.626.000,00";"0,00";"-31,19%"
"BICB3";"8,00";"-2,35";"2,14";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-91,00%";"0,00";"944.626.000,00";"0,00";"-31,19%"
"BSEV3";"2,69";"-2,34";"4,40";"0,423";"0,00%";"0,327";"2,38";"9,73";"-0,59";"27,61";"4,35%";"-18,03%";"1,59";"4,06%";"-187,51%";"50.438,80";"624.421.000,00";"9,52";"14,26%"
